,Symbol,Date,Price
1675,CYH,2008-08-31,28.232585619
1676,CYH,2008-09-30,26.7784334286
1677,CYH,2008-10-31,16.0725834348
1678,CYH,2008-11-30,13.3827749474
1679,CYH,2008-12-31,11.4034561364
1680,CYH,2009-01-31,14.48884285
1681,CYH,2009-02-28,15.6785559474
1682,CYH,2009-03-31,11.9398947727
1683,CYH,2009-04-30,14.8697363333
1684,CYH,2009-05-31,20.40247955
1685,CYH,2009-06-30,21.6604057273
1686,CYH,2009-07-31,22.8087906818
1687,CYH,2009-08-31,25.3128688095
1688,CYH,2009-09-30,26.5462419048
1689,CYH,2009-10-31,28.1374906818
1690,CYH,2009-11-30,26.8103307
1691,CYH,2009-12-31,27.6731783182
1692,CYH,2010-01-31,29.5002173684
1693,CYH,2010-02-28,28.0669854737
1694,CYH,2010-03-31,30.7779373913
1695,CYH,2010-04-30,32.8559623333
1696,CYH,2010-05-31,32.7541321
1697,CYH,2010-06-30,30.2592035455
1698,CYH,2010-07-31,26.3049979524
1699,CYH,2010-08-31,24.7952666818
1700,CYH,2010-09-30,24.8071624762
1701,CYH,2010-10-31,25.8044082857
1702,CYH,2010-11-30,26.539944619
1703,CYH,2010-12-31,28.9737039091
1704,CYH,2011-01-31,30.3884293
1705,CYH,2011-02-28,31.2270551053
1706,CYH,2011-03-31,32.7905137826
1707,CYH,2011-04-30,27.93719025
1708,CYH,2011-05-31,24.100747381
1709,CYH,2011-06-30,21.2175059091
1710,CYH,2011-07-31,21.3731402
1711,CYH,2011-08-31,16.9784402609
1712,CYH,2011-09-30,14.6922471429
1713,CYH,2011-10-31,14.8406138571
1714,CYH,2011-11-30,16.0365997619
1715,CYH,2011-12-31,14.4352618571
1716,CYH,2012-01-31,14.7066116
1717,CYH,2012-02-29,17.81694235
1718,CYH,2012-03-31,19.3234410455
1719,CYH,2012-04-30,18.9789255
1720,CYH,2012-05-31,18.8256947727
1721,CYH,2012-06-30,19.652892619
1722,CYH,2012-07-31,22.0503737143
1723,CYH,2012-08-31,21.0071864348
1724,CYH,2012-09-30,23.3649415263
1725,CYH,2012-10-31,23.2707596667
1726,CYH,2012-11-30,24.0629670476
1727,CYH,2012-12-31,25.01239685
1728,CYH,2013-01-31,29.322707381
1729,CYH,2013-02-28,33.5084819474
1730,CYH,2013-03-31,36.41033055
1731,CYH,2013-04-30,36.0912842273
1732,CYH,2013-05-31,37.3820437273
1733,CYH,2013-06-30,39.6987601
1734,CYH,2013-07-31,38.0473328182
1735,CYH,2013-08-31,35.1179566364
1736,CYH,2013-09-30,33.00413225
1737,CYH,2013-10-31,35.7003235652
1738,CYH,2013-11-30,34.54504105
1739,CYH,2013-12-31,32.6934279048
1740,CYH,2014-01-31,33.9110585238
1741,CYH,2014-02-28,33.8851676316
1742,CYH,2014-03-31,31.362455619
1743,CYH,2014-04-30,31.0244002381
1744,CYH,2014-05-31,32.3612755238
1745,CYH,2014-06-30,36.4195196667
1746,CYH,2014-07-31,37.4380165455
1747,CYH,2014-08-31,41.6910667619
1748,CYH,2014-09-30,45.7595431429
1749,CYH,2014-10-31,44.8692058261
1750,CYH,2014-11-30,39.9873857368
1751,CYH,2014-12-31,42.9992483636
1752,CYH,2015-01-31,41.9619834
1753,CYH,2015-02-28,39.5619833684
1754,CYH,2015-03-31,42.5026294091
1755,CYH,2015-04-30,44.2739076667
1756,CYH,2015-05-31,43.52851255
1757,CYH,2015-06-30,46.6344855
1758,CYH,2015-07-31,50.1329830455
1759,CYH,2015-08-31,46.6249507619
1760,CYH,2015-09-30,40.5887447143
1761,CYH,2015-10-31,31.3125466818
1762,CYH,2015-11-30,23.58512395
1763,CYH,2015-12-31,22.3820438182
1764,CYH,2016-01-31,17.9147457368
1765,CYH,2016-02-29,14.331405
1766,CYH,2016-03-31,13.817806
1767,CYH,2016-04-30,16.9700984762
1768,CYH,2016-05-31,13.5647619048
1769,CYH,2016-06-30,13.4618181818
1770,CYH,2016-07-31,12.746
1771,CYH,2016-08-31,11.0613043478
1772,CYH,2016-09-30,10.8833333333
1773,CYH,2016-10-31,9.79333333333
1774,CYH,2016-11-30,5.45238095238
1775,CYH,2016-12-31,5.57904761905
1776,CYH,2017-01-31,6.498
1777,CYH,2017-02-28,7.48315789474
1778,CYH,2017-03-31,9.18956521739
1779,CYH,2017-04-30,8.68210526316
1780,CYH,2017-05-31,9.64863636364
1781,CYH,2017-06-30,8.7275
1782,D,2004-01-31,31.39475005
1783,D,2004-02-29,31.6097367895
1784,D,2004-03-31,31.945652
1785,D,2004-04-30,31.8588095714
1786,D,2004-05-31,31.26375025
1787,D,2004-06-30,31.3559529048
1788,D,2004-07-31,31.5197621905
1789,D,2004-08-31,32.0497723182
1790,D,2004-09-30,32.574047619
1791,D,2004-10-31,32.501905
1792,D,2004-11-30,32.9899998095
1793,D,2004-12-31,33.6602270455
1794,D,2005-01-31,34.10324995
1795,D,2005-02-28,35.3299997895
1796,D,2005-03-31,37.0088636364
1797,D,2005-04-30,37.5109525238
1798,D,2005-05-31,35.6011902381
1799,D,2005-06-30,36.3231818636
1800,D,2005-07-31,37.1567501
1801,D,2005-08-31,37.7210872174
1802,D,2005-09-30,41.1407142381
1803,D,2005-10-31,39.2530951905
1804,D,2005-11-30,38.1221429524
1805,D,2005-12-31,39.2295235238
1806,D,2006-01-31,38.9385002
1807,D,2006-02-28,37.4234211579
1808,D,2006-03-31,35.993913087
1809,D,2006-04-30,36.3357897895
1810,D,2006-05-31,36.7661365455
1811,D,2006-06-30,36.6256819545
1812,D,2006-07-31,38.24975045
1813,D,2006-08-31,39.6365217391
1814,D,2006-09-30,38.70549985
1815,D,2006-10-31,39.3534091818
1816,D,2006-11-30,40.438095381
1817,D,2006-12-31,41.12899975
1818,D,2007-01-31,40.7795002
1819,D,2007-02-28,43.2018421579
1820,D,2007-03-31,43.2620452727
1821,D,2007-04-30,45.1737499
1822,D,2007-05-31,44.9277272273
1823,D,2007-06-30,41.970952619
1824,D,2007-07-31,43.2185716667
1825,D,2007-08-31,43.6689126087
1826,D,2007-09-30,42.8644736842
1827,D,2007-10-31,43.6689133478
1828,D,2007-11-30,45.8911905238
1829,D,2007-12-31,48.0034998
1830,D,2008-01-31,45.1099998571
1831,D,2008-02-29,42.39
1832,D,2008-03-31,40.22449965
1833,D,2008-04-30,43.3722725
1834,D,2008-05-31,45.5219047143
1835,D,2008-06-30,46.7847622381
1836,D,2008-07-31,45.3345455
1837,D,2008-08-31,42.9861903333
1838,D,2008-09-30,42.4495239524
1839,D,2008-10-31,36.9773911304
1840,D,2008-11-30,35.8284209474
1841,D,2008-12-31,34.9281818182
1842,D,2009-01-31,35.2425
1843,D,2009-02-28,33.8573682632
1844,D,2009-03-31,29.8063636364
1845,D,2009-04-30,29.9980954762
1846,D,2009-05-31,31.28350005
1847,D,2009-06-30,32.7163635
1848,D,2009-07-31,33.4431814091
1849,D,2009-08-31,33.636190619
1850,D,2009-09-30,33.6628572857
1851,D,2009-10-31,34.5222731818
1852,D,2009-11-30,36.3184996
1853,D,2009-12-31,38.7895456364
1854,D,2010-01-31,38.5421051579
1855,D,2010-02-28,37.7805264211
1856,D,2010-03-31,39.8456522174
1857,D,2010-04-30,41.539047381
1858,D,2010-05-31,40.53849995
1859,D,2010-06-30,40.3354544545
1860,D,2010-07-31,41.2204760476
1861,D,2010-08-31,43.6649993636
1862,D,2010-09-30,43.8557141429
1863,D,2010-10-31,44.3814285238
1864,D,2010-11-30,42.6895237143
1865,D,2010-12-31,42.3872725
1866,D,2011-01-31,43.10249985
1867,D,2011-02-28,44.0773685263
1868,D,2011-03-31,44.8739130435
1869,D,2011-04-30,44.8054998
1870,D,2011-05-31,47.5314288095
1871,D,2011-06-30,47.5904543182
1872,D,2011-07-31,48.828
1873,D,2011-08-31,48.4291303913
1874,D,2011-09-30,49.2747619048
1875,D,2011-10-31,50.6695240476
1876,D,2011-11-30,51.0933334286
1877,D,2011-12-31,51.4580955238
1878,D,2012-01-31,50.85499985
1879,D,2012-02-29,50.45999985
1880,D,2012-03-31,50.6645448636
1881,D,2012-04-30,51.0410002
1882,D,2012-05-31,52.1786361818
1883,D,2012-06-30,53.2176191905
1884,D,2012-07-31,54.0333332381
1885,D,2012-08-31,53.666087087
1886,D,2012-09-30,52.8615789474
1887,D,2012-10-31,52.9309521905
1888,D,2012-11-30,50.3647620952
1889,D,2012-12-31,51.5834998
1890,D,2013-01-31,53.0966668571
1891,D,2013-02-28,54.9957894737
1892,D,2013-03-31,56.6779996
1893,D,2013-04-30,60.0868178182
1894,D,2013-05-31,59.6513634091
1895,D,2013-06-30,55.74850035
1896,D,2013-07-31,58.5504549091
1897,D,2013-08-31,58.8386362727
1898,D,2013-09-30,60.6749996
1899,D,2013-10-31,63.1430433043
1900,D,2013-11-30,65.9795001
1901,D,2013-12-31,64.1395244286
1902,D,2014-01-31,66.0995243333
1903,D,2014-02-28,69.2631582632
1904,D,2014-03-31,69.5985706667
1905,D,2014-04-30,70.7757147619
1906,D,2014-05-31,69.9861908571
1907,D,2014-06-30,69.6828568571
1908,D,2014-07-31,69.6104545909
1909,D,2014-08-31,68.3495239048
1910,D,2014-09-30,69.1366668095
1911,D,2014-10-31,69.9004356957
1912,D,2014-11-30,72.8336844737
1913,D,2014-12-31,74.5631825
1914,D,2015-01-31,77.6050002
1915,D,2015-02-28,74.8057897368
1916,D,2015-03-31,70.5372726818
1917,D,2015-04-30,72.1223805714
1918,D,2015-05-31,71.4330001
1919,D,2015-06-30,67.705909
1920,D,2015-07-31,69.2322724091
1921,D,2015-08-31,72.923333619
1922,D,2015-09-30,68.6971428095
1923,D,2015-10-31,71.8013631818
1924,D,2015-11-30,68.54650115
1925,D,2015-12-31,66.799091
1926,D,2016-01-31,69.3094739474
1927,D,2016-02-29,70.1294994
1928,D,2016-03-31,72.5572720909
1929,D,2016-04-30,72.1957150952
1930,D,2016-05-31,71.487142619
1931,D,2016-06-30,73.9340902727
1932,D,2016-07-31,77.77850005
1933,D,2016-08-31,75.7643486522
1934,D,2016-09-30,75.149999381
1935,D,2016-10-31,72.8847624762
1936,D,2016-11-30,73.0152380476
1937,D,2016-12-31,75.2114283333
1938,D,2017-01-31,75.81349985
1939,D,2017-02-28,73.826842
1940,D,2017-03-31,77.0052175652
1941,D,2017-04-30,77.7115787368
1942,D,2017-05-31,78.5727275
1943,D,2017-06-30,80.897501
1944,DGX,2004-01-31,38.4342499
1945,DGX,2004-02-29,41.4557896316
1946,DGX,2004-03-31,41.0113043913
1947,DGX,2004-04-30,41.7778568571
1948,DGX,2004-05-31,41.9292502
1949,DGX,2004-06-30,43.534523619
1950,DGX,2004-07-31,41.8221428571
1951,DGX,2004-08-31,41.4409090909
1952,DGX,2004-09-30,42.8647617143
1953,DGX,2004-10-31,43.1726188095
1954,DGX,2004-11-30,45.6230951429
1955,DGX,2004-12-31,47.5622729545
1956,DGX,2005-01-31,46.16675025
1957,DGX,2005-02-28,49.3434212632
1958,DGX,2005-03-31,50.1922725909
1959,DGX,2005-04-30,52.3214289524
1960,DGX,2005-05-31,53.399524
1961,DGX,2005-06-30,53.1175000455
1962,DGX,2005-07-31,52.47999975
1963,DGX,2005-08-31,49.8921738261
1964,DGX,2005-09-30,50.6833332857
1965,DGX,2005-10-31,48.2933335238
1966,DGX,2005-11-30,48.9838097619
1967,DGX,2005-12-31,51.6361905714
1968,DGX,2006-01-31,50.70999965
1969,DGX,2006-02-28,51.9805257368
1970,DGX,2006-03-31,52.4278262609
1971,DGX,2006-04-30,52.2705262105
1972,DGX,2006-05-31,56.8977274091
1973,DGX,2006-06-30,57.7899995909
1974,DGX,2006-07-31,59.87649925
1975,DGX,2006-08-31,62.3839128261
1976,DGX,2006-09-30,62.33899975
1977,DGX,2006-10-31,50.5768188636
1978,DGX,2006-11-30,51.5023812857
1979,DGX,2006-12-31,52.9580004
1980,DGX,2007-01-31,51.0570002
1981,DGX,2007-02-28,52.4984204211
1982,DGX,2007-03-31,49.4750000455
1983,DGX,2007-04-30,50.86949975
1984,DGX,2007-05-31,48.8336357273
1985,DGX,2007-06-30,51.1080955238
1986,DGX,2007-07-31,54.5595233333
1987,DGX,2007-08-31,55.1108690435
1988,DGX,2007-09-30,56.0847370526
1989,DGX,2007-10-31,55.9791304348
1990,DGX,2007-11-30,54.113333381
1991,DGX,2007-12-31,53.72350055
1992,DGX,2008-01-31,51.3790479524
1993,DGX,2008-02-29,49.6084999
1994,DGX,2008-03-31,46.0315004
1995,DGX,2008-04-30,47.3104549091
1996,DGX,2008-05-31,50.1757146667
1997,DGX,2008-06-30,48.9071434286
1998,DGX,2008-07-31,50.7022726364
1999,DGX,2008-08-31,54.2076189524
2000,DGX,2008-09-30,54.0699996667
2001,DGX,2008-10-31,44.0443479565
2002,DGX,2008-11-30,45.631579
2003,DGX,2008-12-31,48.1981820909
2004,DGX,2009-01-31,48.9694997
2005,DGX,2009-02-28,50.5478946842
2006,DGX,2009-03-31,45.6768183636
2007,DGX,2009-04-30,49.712381
2008,DGX,2009-05-31,51.4250002
2009,DGX,2009-06-30,53.0249994545
2010,DGX,2009-07-31,55.3186361818
2011,DGX,2009-08-31,54.1057144762
2012,DGX,2009-09-30,52.9338095238
2013,DGX,2009-10-31,55.0045455909
2014,DGX,2009-11-30,58.1539999
2015,DGX,2009-12-31,60.340455
2016,DGX,2010-01-31,59.090526
2017,DGX,2010-02-28,56.472105
2018,DGX,2010-03-31,56.9760873913
2019,DGX,2010-04-30,58.141904619
2020,DGX,2010-05-31,54.13500005
2021,DGX,2010-06-30,52.0522731364
2022,DGX,2010-07-31,48.298571619
2023,DGX,2010-08-31,46.746364
2024,DGX,2010-09-30,47.825714381
2025,DGX,2010-10-31,49.8190477143
2026,DGX,2010-11-30,50.7247618095
2027,DGX,2010-12-31,52.5340908636
2028,DGX,2011-01-31,55.1404997
2029,DGX,2011-02-28,57.3389477895
2030,DGX,2011-03-31,55.7208698696
2031,DGX,2011-04-30,57.4039999
2032,DGX,2011-05-31,57.315238381
2033,DGX,2011-06-30,59.2118182727
2034,DGX,2011-07-31,57.7219998
2035,DGX,2011-08-31,48.6821740435
2036,DGX,2011-09-30,49.3104760476
2037,DGX,2011-10-31,50.2071428095
2038,DGX,2011-11-30,56.071905
2039,DGX,2011-12-31,57.4080950476
2040,DGX,2012-01-31,57.95100005
2041,DGX,2012-02-29,57.7464998
2042,DGX,2012-03-31,59.3059095
2043,DGX,2012-04-30,59.1315001
2044,DGX,2012-05-31,57.4381824091
2045,DGX,2012-06-30,56.5219051905
2046,DGX,2012-07-31,60.183809381
2047,DGX,2012-08-31,59.8308691304
2048,DGX,2012-09-30,62.2289472632
2049,DGX,2012-10-31,61.7209523333
2050,DGX,2012-11-30,57.565714
2051,DGX,2012-12-31,58.7844998
2052,DGX,2013-01-31,59.0033335714
2053,DGX,2013-02-28,57.0884208421
2054,DGX,2013-03-31,56.25200025
2055,DGX,2013-04-30,56.9622722727
2056,DGX,2013-05-31,60.0836358182
2057,DGX,2013-06-30,61.88350025
2058,DGX,2013-07-31,59.3813639091
2059,DGX,2013-08-31,58.8154544545
2060,DGX,2013-09-30,61.51950015
2061,DGX,2013-10-31,59.7204351739
2062,DGX,2013-11-30,62.26050025
2063,DGX,2013-12-31,56.0542858095
2064,DGX,2014-01-31,53.6714285238
2065,DGX,2014-02-28,52.2984212105
2066,DGX,2014-03-31,54.6947622381
2067,DGX,2014-04-30,58.775714619
2068,DGX,2014-05-31,57.2480951429
2069,DGX,2014-06-30,59.6619046667
2070,DGX,2014-07-31,60.6350001364
2071,DGX,2014-08-31,61.5895243333
2072,DGX,2014-09-30,62.6790477143
2073,DGX,2014-10-31,60.6552171304
2074,DGX,2014-11-30,63.1521048947
2075,DGX,2014-12-31,65.6163627727
2076,DGX,2015-01-31,69.32199935
2077,DGX,2015-02-28,71.1421043158
2078,DGX,2015-03-31,74.1036365455
2079,DGX,2015-04-30,75.2428571429
2080,DGX,2015-05-31,72.9944996
2081,DGX,2015-06-30,73.2531817727
2082,DGX,2015-07-31,72.6095456818
2083,DGX,2015-08-31,71.4690478095
2084,DGX,2015-09-30,65.484762
2085,DGX,2015-10-31,64.0822728636
2086,DGX,2015-11-30,68.2029999
2087,DGX,2015-12-31,69.4927280909
2088,DGX,2016-01-31,66.8873688421
2089,DGX,2016-02-29,64.2854998
2090,DGX,2016-03-31,69.7409095909
2091,DGX,2016-04-30,73.9095240952
2092,DGX,2016-05-31,76.2909524286
2093,DGX,2016-06-30,78.1463637727
2094,DGX,2016-07-31,83.34349985
2095,DGX,2016-08-31,84.8630437391
2096,DGX,2016-09-30,83.620952
2097,DGX,2016-10-31,83.1152386667
2098,DGX,2016-11-30,84.4876192381
2099,DGX,2016-12-31,90.9642857143
2100,DGX,2017-01-31,92.24299925
2101,DGX,2017-02-28,94.6484214737
2102,DGX,2017-03-31,98.5652167826
2103,DGX,2017-04-30,100.442105789
2104,DGX,2017-05-31,106.970000091
2105,DGX,2017-06-30,109.5349995
2167,DNPCF,2009-02-28,18.0600004
2168,DNPCF,2009-03-31,17.1563635909
2169,DNPCF,2009-04-30,19.1619044762
2170,DNPCF,2009-05-31,21.02999905
2171,DNPCF,2009-06-30,25.6918184091
2172,DNPCF,2009-07-31,26.9954545909
2173,DNPCF,2009-08-31,28.5
2174,DNPCF,2009-09-30,28.4580952857
2175,DNPCF,2009-10-31,26.9736370909
2176,DNPCF,2009-11-30,24.243
2177,DNPCF,2009-12-31,25.5045452273
2178,DNPCF,2010-01-31,25.9578945263
2179,DNPCF,2010-02-28,26.5210526316
2180,DNPCF,2010-03-31,26.339999913
2181,DNPCF,2010-04-30,27.1552372857
2182,DNPCF,2010-05-31,25.8499998
2183,DNPCF,2010-06-30,24.0627266364
2184,DNPCF,2010-07-31,23.531429381
2185,DNPCF,2010-08-31,23.7227276364
2186,DNPCF,2010-09-30,23.8666664762
2187,DNPCF,2010-10-31,25.040000381
2188,DNPCF,2010-11-30,25.6038098095
2189,DNPCF,2010-12-31,26.3354545909
2190,DNPCF,2011-01-31,27.6259999
2191,DNPCF,2011-02-28,28.0
2192,DNPCF,2011-03-31,25.5834782609
2193,DNPCF,2011-04-30,22.74000085
2194,DNPCF,2011-05-31,23.3085714286
2195,DNPCF,2011-06-30,22.1009097273
2196,DNPCF,2011-07-31,22.432001
2197,DNPCF,2011-08-31,23.040001
2198,DNPCF,2011-09-30,21.7676200476
2199,DNPCF,2011-10-31,19.700001
2200,DNPCF,2011-11-30,19.4619050476
2201,DNPCF,2011-12-31,19.1961905714
2202,DNPCF,2012-01-31,19.45900015
2203,DNPCF,2012-02-29,20.66600015
2204,DNPCF,2012-03-31,20.4636363636
2205,DNPCF,2012-04-30,19.495
2206,DNPCF,2012-05-31,16.1509090909
2207,DNPCF,2012-06-30,14.56
2208,DNPCF,2012-07-31,15.4104761905
2209,DNPCF,2012-08-31,14.8826086957
2210,DNPCF,2012-09-30,14.1557894737
2211,DNPCF,2012-10-31,13.56
2212,DNPCF,2012-11-30,14.1714285714
2213,DNPCF,2012-12-31,15.179
2214,DNPCF,2013-01-31,15.1
2215,DNPCF,2013-02-28,16.1810524211
2216,DNPCF,2013-03-31,17.912
2217,DNPCF,2013-04-30,19.2100003182
2218,DNPCF,2013-05-31,18.860001
2219,DNPCF,2013-06-30,16.7519993
2220,DNPCF,2013-07-31,16.379999
2221,DNPCF,2013-08-31,16.379999
2222,DNPCF,2013-09-30,19.3079997
2223,DNPCF,2013-10-31,20.367826087
2224,DNPCF,2013-11-30,20.56499995
2225,DNPCF,2013-12-31,20.639999
2226,DNPCF,2014-01-31,20.7257137619
2227,DNPCF,2014-02-28,19.2873684211
2228,DNPCF,2014-03-31,18.88
2229,DNPCF,2014-04-30,18.58
2230,DNPCF,2014-05-31,18.9457137143
2231,DNPCF,2014-06-30,20.0942855714
2232,DNPCF,2014-07-31,20.24
2233,DNPCF,2014-08-31,20.6085714286
2234,DNPCF,2014-09-30,20.9
2235,DNPCF,2014-10-31,19.4513043478
2236,DNPCF,2014-11-30,18.0905263158
2237,DNPCF,2014-12-31,17.4563630909
2238,DNPCF,2015-01-31,17.97800005
2239,DNPCF,2015-02-28,17.98
2240,DNPCF,2015-03-31,18.8963636364
2241,DNPCF,2015-04-30,20.5
2242,DNPCF,2015-05-31,20.5
2243,DNPCF,2015-06-30,20.5
2244,DNPCF,2015-07-31,20.5
2245,DNPCF,2015-08-31,20.5
2246,DNPCF,2015-09-30,20.5
2247,DNPCF,2015-10-31,20.5
2248,DNPCF,2015-11-30,20.5
2249,DNPCF,2015-12-31,20.5
2250,DNPCF,2016-01-31,19.1189482105
2251,DNPCF,2016-02-29,18.860001
2252,DNPCF,2016-03-31,18.860001
2253,DNPCF,2016-04-30,18.860001
2254,DNPCF,2016-05-31,18.860001
2255,DNPCF,2016-06-30,18.860001
2256,DNPCF,2016-07-31,20.060001
2257,DNPCF,2016-08-31,21.5556531739
2258,DNPCF,2016-09-30,20.860001
2259,DNPCF,2016-10-31,20.860001
2260,DNPCF,2016-11-30,20.860001
2261,DNPCF,2016-12-31,20.291429
2262,DNPCF,2017-01-31,19.76
2263,DNPCF,2017-02-28,20.1642105263
2264,DNPCF,2017-03-31,20.24
2265,DNPCF,2017-04-30,20.24
2266,DNPCF,2017-05-31,20.24
2267,DNPCF,2017-06-30,20.24
2268,EBAY,2004-01-31,13.89372895
2269,EBAY,2004-02-29,14.2630248947
2270,EBAY,2004-03-31,14.3618248261
2271,EBAY,2004-04-30,16.2398789048
2272,EBAY,2004-05-31,17.1786617
2273,EBAY,2004-06-30,18.6104096667
2274,EBAY,2004-07-31,17.2147065238
2275,EBAY,2004-08-31,16.7875726364
2276,EBAY,2004-09-30,19.0590426667
2277,EBAY,2004-10-31,19.9965930476
2278,EBAY,2004-11-30,22.4686347619
2279,EBAY,2004-12-31,24.2821203182
2280,EBAY,2005-01-31,20.47264315
2281,EBAY,2005-02-28,17.2025074737
2282,EBAY,2005-03-31,16.0542929091
2283,EBAY,2005-04-30,14.1796937619
2284,EBAY,2005-05-31,14.8114076667
2285,EBAY,2005-06-30,15.3567875455
2286,EBAY,2005-07-31,15.57281135
2287,EBAY,2005-08-31,17.3267092174
2288,EBAY,2005-09-30,16.3079204762
2289,EBAY,2005-10-31,16.7253889524
2290,EBAY,2005-11-30,18.3680051905
2291,EBAY,2005-12-31,18.7455907143
2292,EBAY,2006-01-31,18.89141405
2293,EBAY,2006-02-28,17.1624134737
2294,EBAY,2006-03-31,16.2580514348
2295,EBAY,2006-04-30,15.7132731053
2296,EBAY,2006-05-31,13.4582567727
2297,EBAY,2006-06-30,12.8579354091
2298,EBAY,2006-07-31,10.93918345
2299,EBAY,2006-08-31,10.7808153478
2300,EBAY,2006-09-30,11.582702
2301,EBAY,2006-10-31,12.7167509091
2302,EBAY,2006-11-30,13.8121291905
2303,EBAY,2006-12-31,13.2944024
2304,EBAY,2007-01-31,12.81986535
2305,EBAY,2007-02-28,13.9252172632
2306,EBAY,2007-03-31,13.3679599545
2307,EBAY,2007-04-30,14.293771
2308,EBAY,2007-05-31,14.0767524545
2309,EBAY,2007-06-30,13.309884619
2310,EBAY,2007-07-31,13.9985168571
2311,EBAY,2007-08-31,14.4592663913
2312,EBAY,2007-09-30,15.7405194211
2313,EBAY,2007-10-31,15.9949126522
2314,EBAY,2007-11-30,13.90392
2315,EBAY,2007-12-31,14.0568183
2316,EBAY,2008-01-31,12.1266234286
2317,EBAY,2008-02-29,11.6773988
2318,EBAY,2008-03-31,11.60122045
2319,EBAY,2008-04-30,13.2514538636
2320,EBAY,2008-05-31,12.8970258571
2321,EBAY,2008-06-30,12.028619619
2322,EBAY,2008-07-31,11.0431970909
2323,EBAY,2008-08-31,10.6858264286
2324,EBAY,2008-09-30,9.53823942857
2325,EBAY,2008-10-31,6.88625391304
2326,EBAY,2008-11-30,5.54868873684
2327,EBAY,2008-12-31,5.85820313636
2328,EBAY,2009-01-31,5.60332495
2329,EBAY,2009-02-28,5.27578415789
2330,EBAY,2009-03-31,4.960782
2331,EBAY,2009-04-30,6.25080161905
2332,EBAY,2009-05-31,7.22095955
2333,EBAY,2009-06-30,7.33471068182
2334,EBAY,2009-07-31,7.8548745
2335,EBAY,2009-08-31,9.24903790476
2336,EBAY,2009-09-30,9.81621780952
2337,EBAY,2009-10-31,10.1098102727
2338,EBAY,2009-11-30,9.8301769
2339,EBAY,2009-12-31,9.76928368182
2340,EBAY,2010-01-31,9.84981394737
2341,EBAY,2010-02-28,9.57535868421
2342,EBAY,2010-03-31,10.9660005652
2343,EBAY,2010-04-30,10.890051381
2344,EBAY,2010-05-31,9.2960858
2345,EBAY,2010-06-30,9.0662305
2346,EBAY,2010-07-31,8.61772485714
2347,EBAY,2010-08-31,9.36428677273
2348,EBAY,2010-09-30,10.2479156667
2349,EBAY,2010-10-31,11.0074955714
2350,EBAY,2010-11-30,12.7701619048
2351,EBAY,2010-12-31,12.3800505455
2352,EBAY,2011-01-31,12.39057245
2353,EBAY,2011-02-28,14.0071769474
2354,EBAY,2011-03-31,13.116490913
2355,EBAY,2011-04-30,13.4385524
2356,EBAY,2011-05-31,13.669232
2357,EBAY,2011-06-30,12.5271654545
2358,EBAY,2011-07-31,13.9278199
2359,EBAY,2011-08-31,12.5417216957
2360,EBAY,2011-09-30,13.0505449524
2361,EBAY,2011-10-31,13.4648067143
2362,EBAY,2011-11-30,12.885602
2363,EBAY,2011-12-31,12.8455187619
2364,EBAY,2012-01-31,13.15656555
2365,EBAY,2012-02-29,14.3688974
2366,EBAY,2012-03-31,15.5171029545
2367,EBAY,2012-04-30,15.89120375
2368,EBAY,2012-05-31,16.8491735909
2369,EBAY,2012-06-30,17.3641174762
2370,EBAY,2012-07-31,17.6226548571
2371,EBAY,2012-08-31,19.26237
2372,EBAY,2012-09-30,20.5812509474
2373,EBAY,2012-10-31,20.4186709048
2374,EBAY,2012-11-30,20.624298619
2375,EBAY,2012-12-31,21.6045876
2376,EBAY,2013-01-31,22.7126420476
2377,EBAY,2013-02-28,23.4824116842
2378,EBAY,2013-03-31,22.17466345
2379,EBAY,2013-04-30,23.0408249545
2380,EBAY,2013-05-31,23.1276780455
2381,EBAY,2013-06-30,21.7914562
2382,EBAY,2013-07-31,22.5878099091
2383,EBAY,2013-08-31,22.0142715
2384,EBAY,2013-09-30,22.7180136
2385,EBAY,2013-10-31,22.4311961304
2386,EBAY,2013-11-30,21.6784509
2387,EBAY,2013-12-31,22.2478755714
2388,EBAY,2014-01-31,22.3897708095
2389,EBAY,2014-02-28,23.1864701579
2390,EBAY,2014-03-31,24.0999279524
2391,EBAY,2014-04-30,22.9016352381
2392,EBAY,2014-05-31,21.6171636667
2393,EBAY,2014-06-30,20.8379429524
2394,EBAY,2014-07-31,21.7221456364
2395,EBAY,2014-08-31,22.7677567619
2396,EBAY,2014-09-30,22.2629066667
2397,EBAY,2014-10-31,21.729981087
2398,EBAY,2014-11-30,22.8061317895
2399,EBAY,2014-12-31,23.6090067727
2400,EBAY,2015-01-31,23.0955388
2401,EBAY,2015-02-28,23.6281673158
2402,EBAY,2015-03-31,24.7231789545
2403,EBAY,2015-04-30,24.1738817619
2404,EBAY,2015-05-31,24.8933082
2405,EBAY,2015-06-30,25.7300274545
2406,EBAY,2015-07-31,27.3178299091
2407,EBAY,2015-08-31,27.4590475714
2408,EBAY,2015-09-30,25.875238381
2409,EBAY,2015-10-31,25.8195453636
2410,EBAY,2015-11-30,28.9229999
2411,EBAY,2015-12-31,28.2186360909
2412,EBAY,2016-01-31,25.7447367895
2413,EBAY,2016-02-29,23.3145001
2414,EBAY,2016-03-31,24.0213638636
2415,EBAY,2016-04-30,24.5847616667
2416,EBAY,2016-05-31,23.8699999524
